"Komisi","SKPD","Kegiatan","Perubahan.Baru","PembahasanDPRD.Tambah.P","PembahasanDPRD.Kurang.P","PembahasanDPRD.Baru.P"
"E","Sudin Pendidikan Menengah   - JAKTIM","Penyuluhan Berlalu Lintas yang baik Bagi Pelajar SLTA di SMAN 22","0","NA","NA","0"
"E","Sudin Pendidikan Menengah   - JAKTIM","Penyuluhan Berlalu Lintas yang baik Bagi Pelajar SLTA di SMAN 50","0","NA","NA","0"
"E","Sudin Pendidikan Menengah   - JAKTIM","Penyuluhan Berlalu Lintas yang baik Bagi Pelajar SLTA di SMAN 52","0","NA","NA","0"
"E","Sudin Pendidikan Menengah   - JAKTIM","Penyuluhan Berlalu Lintas yang baik Bagi Pelajar SLTA di SMAN 64","0","NA","NA","0"
"E","Sudin Pendidikan Menengah   - JAKTIM","Perngadaan Lab. Praktik Digital dan Microcontrol","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah   - JAKTIM","Workshop Mengembangkan dan meningkatkan Kompetensi Soft Skill bagi Siswa ","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah   - JAKTIM","Workshop Menjadi Publik Speaking yang handal dan cerdas bagi siswa berprestasi ","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah   - JAKTIM","Workshop Pengembangan dan implementasi komunikasi yang efektif dan berbicara di depan publik bagi Siswa","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah   - JAKTIM","Workshop Pengembangan kemampuan di dunia broadcasting (penyiaran) bagi Siswa","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah   - JAKTIM","Workshop Peningkatan pengelolaan manajemen kesekretariatan organisasi kesiswaan di sekolah","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah   - JAKUT","Bimbingan Teknis Implementasi Kurikulum Pendidikan SMA 2014","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah   - JAKUT","Bimbingan Teknis Pelaksanaan Kurikulum Pendidikan SMK 2014","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah   - JAKUT","Capacity Building Team Building Pegawai Suku Dinas Pendidikan Menengah Jakarta Utara","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah   - JAKUT","Edukasi Pencegahan Bahaya Pergaulan Bebas Bagi Siswa SMK","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah   - JAKUT","Forum Komunikasi Pelajar Berprestasi","0","NA","NA","0"
"E","Sudin Pendidikan Menengah   - JAKUT","Lesson Study","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah   - JAKUT","Motivasi Peningkatan Kemampuan Non Akademis Siswa SMI","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah   - JAKUT","Pelatihan dan Pemahaman Kedisplinan Bagi Remaja","0","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah   - JAKUT","Pemantapan Nilai Budi Pekerti Bagi Pelajar","0","NA","NA","0"
"E","Sudin Pendidikan Menengah   - JAKUT","Pemantapan Potensi Minat Bakat Bagi Pelajar SMA (Talent Mapping)","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah   - JAKUT","Pembayaran Utang Pihak Ke-3 untuk Pekerjaan Rehabilitasi Berat SMAN 41","0","609744015","NA","609744015"
"E","Sudin Pendidikan Menengah   - JAKUT","Pembayaran Utang Pihak Ke-3 untuk Pekerjaan Rehabilitasi Berat SMAN 92","0","1404712306","NA","1404712306"
"E","Sudin Pendidikan Menengah   - JAKUT","Pengadaan Alat -Alat Praktek Teknik Alat Berat Untuk SMKN","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah   - JAKUT","Pengadaan Alat Fitnes untuk SMA","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah   - JAKUT","Pengadaan Alat Lab Biologi SMA","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah   - JAKUT","Pengadaan Alat Visual Interaktif Berbasis Multimedia Pengajaran Elektronik untuk SMA","NA","5000000000","NA","5000000000"
"E","Sudin Pendidikan Menengah   - JAKUT","Pengadaan Alat-Alat Praktek Teknik Kendaraan Ringan Untuk SMKN","0","4000000000","NA","4000000000"
"E","Sudin Pendidikan Menengah   - JAKUT","Pengadaan Alat-alat Praktek Teknik Mesin untuk SMKN","0","9000000000","NA","9000000000"
"E","Sudin Pendidikan Menengah   - JAKUT","Pengadaan Audio Class","0","1500000000","NA","1500000000"
"E","Sudin Pendidikan Menengah   - JAKUT","Pengadaan CCTV untuk SMA/SMK","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah   - JAKUT","Pengadaan E-Learning Class SMA","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah   - JAKUT","Pengadaan Modul dan Sertifikasi Test of English for International Comunication (TOIEC) untuk Guru dan Murid","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah   - JAKUT","Pengadaan Multimedia Interaktif Assesment Matematika SMA","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah   - JAKUT","Pengadaan Multimedia Whiteboard","0","1500000000","NA","1500000000"
"E","Sudin Pendidikan Menengah   - JAKUT","Peningkatan Peran Remaja Dalam Membangun Jakarta Baru","0","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah   - JAKUT","Peningkatan Wawasan Kebangsaan dan Patriotisme","0","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah   - JAKUT","Quantum Teaching","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah   - JAKUT","Workshop Pengenalan Anti Korupsi Bagi Remaja","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Camp Enterpeneur Bagi Siswa SMK","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Cipta karya kreatifitas bagi pelajar SMK Jakarta Pusat","0","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Meningkatkan Pemahaman, Kesadaran, Pemanfaatan, Penguasaan Dan Pengembangan IPTEK Bagi Pelajar SMK","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pembentukan Jiwa Patriotisme Bagi Siswa SMK","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Penanaman Nilai Etika Bangsa Bagi Siswa SMK","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Banking Learning System SMA","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Banking Learning System SMK","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Energi Terbarukan SMA/SMK","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Fitnes untuk SMK","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat I-Connect Bangunan","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat I-Connect Fisika","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Interactive Learning Simulation","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D  SMKN 1","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D  SMKN 3","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMAN 1","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMAN 10","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMAN 20","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMAN 24","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMAN 25","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMAN 27","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMAN 30","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMAN 35","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMAN 4","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMAN 5","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMAN 68","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMAN 7","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMAN 77","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMKN 14","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMKN 16","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMKN 19","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMKN 21","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMKN 27","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMKN 31","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMKN 34","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMKN 39","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Alat Scanner dan Printer 3D SMKN 44","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan E-Learning School Management untuk SMA","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan E-Learning School Management untuk SMK","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan E-Stock Inventory (lanjutan)","0","2000000000","NA","2000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan I Multimedia Animator Character SMA","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan I Multimedia Animator Character SMK","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Mesin Foto Copy & Untilitas Dokumen untuk Sekolah","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMAN 1","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMAN 10","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMAN 20","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMAN 24","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMAN 25","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMAN 27","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMAN 30","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMAN 35","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMAN 4","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMAN 5","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMAN 68","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMAN 7","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMAN 77","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMKN 1","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMKN 14","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMKN 16","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMKN 19","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMKN 21","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMKN 27","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMKN 3","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMKN 31","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMKN 34","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMKN 39","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan Uninterruptible Power Supply (UPS) SMKN 44","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan buku Ensiklopedia Situs-situs Populer dalam Al-quran dan Kehidupan Rasullah SAW","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan sarana pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMA Kec. Sawah Besar","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan sarana pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMA/SMK Kec. Johar Baru","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengadaan sarana pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMK Kec. Sawah Besar","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah  - JAKPUS","Pengembangan karakter bagi siswa SMA","0","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Penguatan Organisasi Sekolah Bagi Siswa SMK","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Peningkatan kecerdasan majemuk bagi siswa SMA","0","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Peningkatan pemahaman agresitifitas diri dan kecerdasan emosional bagi pelajar SMK","0","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Penumbuhan Dan Peningkatan Idealisme Dan Demokrasi Bagi Pelajar SMK Jakarta Pusat","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman PKBM 01","0","191886000","NA","191886000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman PKBM 23","0","143342000","NA","143342000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman PKBM 29","0","139399000","NA","139399000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman SMAN 10","0","199826000","NA","199826000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman SMAN 20","0","199729000","NA","199729000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman SMAN 30","0","195483000","NA","195483000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman SMAN 4","0","198965000","NA","198965000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman SMAN 5","0","198146000","NA","198146000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman SMAN 68","0","198002000","NA","198002000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman SMKN 14","0","196442000","NA","196442000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman SMKN 16","0","196758000","NA","196758000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman SMKN 21","0","190879000","NA","190879000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman SMKN 27","0","194353000","NA","194353000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman SMKN 3","0","199947000","NA","199947000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman SMKN 31","0","193905000","NA","193905000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman SMKN 39","0","198965000","NA","198965000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Perawatan Pagar dan Halaman SMKN 44","0","198965000","NA","198965000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Workshop capacity building manajemen SWOT bagi siswa berprestasi.","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Workshop menjadi publik speaking yang handal dan cerdas bagi siswa berprestasi.","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Workshop pengembangan 8 ( delapan ) kecerdasan majemuk bagi siswa.","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Workshop pengembangan dan implementasi 18 nilai luhur pendidikan karakter bagi siswa","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Workshop pengembangan dan implementasi komunikasi yang efektif dan berbicara didepan publik bagi siswa.","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Workshop pengembangan kemampuan di dunia broadcasting ( penyiaran ) bagi siswa.","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Workshop peningkatan dan pengembangan kapasitas bagi pembina pramuka.","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah  - JAKPUS","Workshop peningkatan pengelolaan manajemen kesekretariatan organisasi kesiswaan di sekolah.","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Forum Komunikasi Pelajar Berprestasi Tingkat SMK","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKBAR","Meningkatakan Pemahaman, Kesadaran, Pemanfaatan, Penguasaan Dan Pengembangan IPTEK Bagi Pelajar SMK","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pemantapan Nilai Budi Pekerti Bagi Pelajar SMK","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Alat Copy Printer untuk SMA","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Alat Digital Education Classroom SMAN 103","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Alat Scanner dan Printer 3D SMAN 48","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Buku Animator SMK","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Buku Dari Delman Menuju MRT","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Buku Hikayat Ibu Kota","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Buku Jakarta Dulu Rawa Kini Menara","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Buku Menapak Kota Harapan","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Buku Perempuan","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Buku Perpustakaan untuk SMA","0","1000000000","NA","1000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Buku Rezim ke Rezim","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Digital Copier & Library Dukumen Manajemen untuk Sekolah","0","5000000000","NA","5000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Ebook dan Buku Referensi SMA/SMK","0","2500000000","NA","2500000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Ebook dan Buku Referensi untuk SMA/SMK ","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Jasa Cleaning Services untuk PKBM (periode Januari - Mei 2013)","0","178000000","NA","178000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Jasa Cleaning Services untuk SMA/SMK (periode Januari - Mei 2013)","0","2211000000","NA","2211000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Jasa KEamanan untuk PKBM Negeri (periode Januari - Mei 2013)","0","396000000","NA","396000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Lampu LED Broadcasting SMA/SMK","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk  SMAN 101","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk  SMAN 112","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk  SMAN 19","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk  SMAN 48","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk  SMAN 65","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk  SMAN 78","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk  SMAN 84","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk  SMAN 85","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk  SMAN 94","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk  SMAN 95","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk  SMAN 96","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk SMAN 16","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk SMAN 17","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk SMAN 2","NA","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk SMAN 23","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk SMAN 33","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk SMAN 56","NA","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Perangkat Sains Modern untuk SMAN 57","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Sarana Pembelajaran Berbasiskan Teknologi Informasi dan Multimedia untuk Peningkatan Kapasitas dan Penyerapan Materi","NA","4999500000","NA","4999500000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 101 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 112 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 16 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 17 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 19 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 2 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 23 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 33 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 56","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 57 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 65 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 78 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 84 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 85 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 94 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMAN 96 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMKN 11 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMKN 13 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMKN 17 ","0","6000000000","NA","6000000000"
